file_name,test_id,session_id,index,_program_index,program_index,old_index,unixtime,datetime_utc,datetime_jst,rtc_year,rtc_month,rtc_day,rtc_hour,rtc_min,rtc_sec,rtc_msec,gps_hour,gps_min,gps_sec,latitude,longitude,altitude,fix_type,SIV,acc_x,acc_y,acc_z,gyro_x,gyro_y,gyro_z,mag_x,mag_y,mag_z,illuminance,atmopress,water_pressure,water_temp,depth,alt_wps,battery_level,behavior_class,camera_command,camera_recording,camera_count,play_audio,speaker_on,audio_file,prev_sd_write_time_ms,delay_occurred_counter,speed_geodesic_m_s,speed_geodesic_km_h,speed_distance_m_s,speed_distance_km_h,cum_distance_m,diff_distance_m,abs_diff_distance_m,abs_speed_diff,turning_angle
LBP01_S00,LBP01,0,132,59,133,3325,1715398102.0,2024-05-11 03:28:22+00:00,2024-05-11 12:28:22+09:00,2024,5,11,3,28,22,0,3.0,28.0,21.0,40.545368,141.515793,-6.966,3.0,13.0,0.266602,0.566895,0.901855,-4.638672,-43.518066,-26.306152,-467.0,26.0,563.0,429.0,0.0,1030.5,32.5,0.173421,-142.554443,3.99375,1.0,1.0,1.0,0.0,0.0,0.0,0.0,4.0,0.0,0.4441805235198521,1.5990498846714676,0.4441805235198521,1.5990498846714676,1232.2377162656578,0.0,0.0,0.0,0.0
LBP01_S00,LBP01,0,133,60,134,3350,1715398103.0,2024-05-11 03:28:23+00:00,2024-05-11 12:28:23+09:00,2024,5,11,3,28,23,0,3.0,28.0,22.0,40.545372,141.515793,-7.112,3.0,13.0,0.054932,0.421387,0.973389,37.780762,-0.549316,-2.624512,-467.0,24.0,567.0,418.0,0.0,1030.699951,32.48,0.175402,-144.19548,3.99375,1.0,1.0,1.0,0.0,0.0,0.0,0.0,4.0,0.0,0.4441805243289542,1.5990498875842352,0.4441805243289542,1.5990498875842352,1232.6818967899867,8.091021186373837e-10,8.091021186373837e-10,8.091021186373837e-10,0.0
LBP01_S00,LBP01,0,134,61,135,3375,1715398104.0,2024-05-11 03:28:24+00:00,2024-05-11 12:28:24+09:00,2024,5,11,3,28,24,0,3.0,28.0,23.0,40.545372,141.515793,-7.063,3.0,13.0,0.264893,0.59375,1.343018,-17.76123,156.005859,-106.445312,-463.0,19.0,558.0,515.0,0.0,1030.400024,32.459999,0.17243,-141.733826,3.99375,1.0,1.0,1.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,1232.6818967899867,-0.4441805243289542,0.4441805243289542,0.4441805243289542,0.0
LBP01_S00,LBP01,0,135,62,136,3400,1715398105.0,2024-05-11 03:28:25+00:00,2024-05-11 12:28:25+09:00,2024,5,11,3,28,25,0,3.0,28.0,24.0,40.545372,141.515793,-7.018,3.0,13.0,0.250244,0.447266,0.887939,10.498047,10.986328,9.277344,-467.0,33.0,568.0,392.0,0.0,1030.5,32.439999,0.173421,-142.554443,3.99375,1.0,1.0,1.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,1232.6818967899867,0.0,0.0,0.0,0.0
LBP01_S00,LBP01,0,136,63,137,3425,1715398106.0,2024-05-11 03:28:26+00:00,2024-05-11 12:28:26+09:00,2024,5,11,3,28,26,0,3.0,28.0,25.0,40.545372,141.515793,-7.073,3.0,13.0,0.191895,0.109863,0.971191,37.719727,8.911133,43.701172,-470.0,53.0,566.0,376.0,0.0,1030.400024,32.43,0.17243,-141.733826,3.99375,1.0,1.0,1.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,1232.6818967899867,0.0,0.0,0.0,0.0
LBP01_S00,LBP01,0,137,64,138,3450,1715398107.0,2024-05-11 03:28:27+00:00,2024-05-11 12:28:27+09:00,2024,5,11,3,28,27,0,3.0,28.0,26.0,40.545368,141.515793,-7.17,3.0,13.0,-0.050537,0.26416,0.925049,-8.605957,-16.784668,13.85498,-469.0,33.0,567.0,524.0,0.0,1030.400024,32.41,0.17243,-141.733826,3.99375,1.0,1.0,1.0,0.0,0.0,0.0,0.0,4.0,0.0,0.4441805243289542,1.5990498875842352,0.4441805243289542,1.5990498875842352,1233.1260773143156,0.4441805243289542,0.4441805243289542,0.4441805243289542,0.0
LBP01_S00,LBP01,0,138,65,139,3475,1715398108.0,2024-05-11 03:28:28+00:00,2024-05-11 12:28:28+09:00,2024,5,11,3,28,28,0,3.0,28.0,27.0,40.545368,141.515778,-7.183,3.0,13.0,0.060059,0.353027,1.006104,2.075195,3.78418,8.911133,-481.0,47.0,572.0,380.0,0.0,1030.699951,32.389999,0.175402,-144.19548,3.99375,1.0,1.0,1.0,0.0,0.0,0.0,0.0,4.0,0.0,1.2706594896310865,4.574374162671912,1.2706594896310865,4.574374162671912,1234.3967368039466,0.8264789653021323,0.8264789653021323,0.8264789653021323,0.0
LBP01_S00,LBP01,0,139,66,140,3500,1715398109.0,2024-05-11 03:28:29+00:00,2024-05-11 12:28:29+09:00,2024,5,11,3,28,29,0,3.0,28.0,28.0,40.545368,141.515778,-7.433,3.0,13.0,0.127197,0.27832,0.877686,17.39502,-13.305664,-1.403809,-485.0,48.0,574.0,382.0,0.0,1030.800049,32.369999,0.176395,-145.016907,3.99375,1.0,1.0,1.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,1234.3967368039466,-1.2706594896310865,1.2706594896310865,1.2706594896310865,0.0
LBP01_S00,LBP01,0,140,67,141,3525,1715398110.0,2024-05-11 03:28:30+00:00,2024-05-11 12:28:30+09:00,2024,5,11,3,28,30,0,3.0,28.0,29.0,40.545364,141.515778,-8.125,3.0,14.0,0.212158,-0.063721,1.016602,19.53125,-28.869629,-27.282715,-484.0,63.0,566.0,345.0,0.0,1030.400024,32.349998,0.17243,-141.733826,3.99375,1.0,1.0,1.0,0.0,0.0,0.0,0.0,4.0,0.0,0.4441805235198521,1.5990498846714676,0.4441805235198521,1.5990498846714676,1234.8409173274665,0.4441805235198521,0.4441805235198521,0.4441805235198521,0.0
LBP01_S00,LBP01,0,141,68,142,3550,1715398111.0,2024-05-11 03:28:31+00:00,2024-05-11 12:28:31+09:00,2024,5,11,3,28,31,0,3.0,28.0,30.0,40.545364,141.515778,-8.983,3.0,14.0,0.133057,0.250244,0.986572,11.779785,-62.194824,-47.058105,-494.0,48.0,576.0,330.0,0.0,1030.199951,32.34,0.170447,-140.0914,3.99375,1.0,1.0,1.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,1234.8409173274665,-0.4441805235198521,0.4441805235198521,0.4441805235198521,0.0
LBP01_S00,LBP01,0,142,69,143,3575,1715398112.0,2024-05-11 03:28:32+00:00,2024-05-11 12:28:32+09:00,2024,5,11,3,28,32,0,3.0,28.0,31.0,40.545361,141.515778,-9.24,3.0,14.0,0.116211,0.197998,0.926514,26.672363,0.244141,-15.991211,-497.0,52.0,574.0,337.0,0.0,1030.400024,32.310001,0.17243,-141.733826,3.99375,1.0,1.0,1.0,0.0,0.0,0.0,0.0,4.0,0.0,0.33313539195470643,1.1992874110369431,0.33313539195470643,1.1992874110369431,1235.1740527194213,0.33313539195470643,0.33313539195470643,0.33313539195470643,0.0
LBP01_S00,LBP01,0,143,70,144,3600,1715398113.0,2024-05-11 03:28:33+00:00,2024-05-11 12:28:33+09:00,2024,5,11,3,28,33,0,3.0,28.0,32.0,40.545361,141.515778,-8.886,3.0,13.0,0.077393,0.260742,0.904785,24.353027,22.460938,-30.212402,-496.0,53.0,576.0,424.0,0.0,1030.300049,32.299999,0.17144,-140.913147,3.99375,1.0,1.0,1.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,1235.1740527194213,-0.33313539195470643,0.33313539195470643,0.33313539195470643,0.0
LBP01_S00,LBP01,0,144,71,145,3625,1715398114.0,2024-05-11 03:28:34+00:00,2024-05-11 12:28:34+09:00,2024,5,11,3,28,34,0,3.0,28.0,33.0,40.545357,141.515778,-8.946,3.0,13.0,0.137939,0.266113,0.917725,40.405273,20.263672,-34.851074,-480.0,48.0,572.0,375.0,0.0,1030.400024,32.279999,0.17243,-141.733826,3.99375,1.0,1.0,1.0,0.0,0.0,0.0,0.0,6.0,0.0,0.4441805226327392,1.5990498814778613,0.4441805226327392,1.5990498814778613,1235.618233242054,0.4441805226327392,0.4441805226327392,0.4441805226327392,0.0
LBP01_S00,LBP01,0,145,72,146,3650,1715398115.0,2024-05-11 03:28:35+00:00,2024-05-11 12:28:35+09:00,2024,5,11,3,28,35,0,3.0,28.0,34.0,40.545357,141.515762,-8.858,3.0,13.0,0.174316,0.292725,0.81958,-32.836914,49.255371,-21.850586,-479.0,46.0,573.0,504.0,0.0,1030.300049,32.259998,0.17144,-140.913147,3.99375,1.0,1.0,1.0,0.0,0.0,0.0,0.0,3.0,0.0,1.355370346256285,4.879333246522626,1.355370346256285,4.879333246522626,1236.9736035883102,0.9111898236235457,0.9111898236235457,0.9111898236235457,0.0
LBP01_S00,LBP01,0,146,73,147,3675,1715398116.0,2024-05-11 03:28:36+00:00,2024-05-11 12:28:36+09:00,2024,5,11,3,28,36,0,3.0,28.0,35.0,40.545353,141.515762,-8.847,3.0,13.0,0.10498,0.289307,0.729736,-19.775391,36.193848,-16.296387,-471.0,36.0,569.0,318.0,0.0,1030.900024,32.25,0.177385,-145.837265,3.99375,1.0,1.0,1.0,0.0,0.0,0.0,0.0,4.0,0.0,0.4441805225305659,1.5990498811100373,0.4441805225305659,1.5990498811100373,1237.4177841108408,-0.911189823725719,0.911189823725719,0.911189823725719,0.0
LBP01_S00,LBP01,0,147,74,148,3700,1715398117.0,2024-05-11 03:28:37+00:00,2024-05-11 12:28:37+09:00,2024,5,11,3,28,37,0,3.0,28.0,36.0,40.545353,141.515762,-9.03,3.0,13.0,-0.035645,0.376953,0.986328,-12.145996,-14.526367,-58.532715,-469.0,20.0,564.0,445.0,0.0,1030.300049,32.23,0.17144,-140.913147,3.99375,1.0,1.0,1.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,1237.4177841108408,-0.4441805225305659,0.4441805225305659,0.4441805225305659,0.0
LBP01_S00,LBP01,0,148,75,149,3725,1715398118.0,2024-05-11 03:28:38+00:00,2024-05-11 12:28:38+09:00,2024,5,11,3,28,38,0,3.0,28.0,37.0,40.545353,141.515762,-9.041,3.0,13.0,0.581543,0.252686,1.015381,43.945312,-3.723145,-83.312988,-465.0,30.0,564.0,603.0,0.0,1030.400024,32.220001,0.17243,-141.733826,3.99375,1.0,1.0,1.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,1237.4177841108408,0.0,0.0,0.0,0.0
LBP01_S00,LBP01,0,149,76,150,3750,1715398119.0,2024-05-11 03:28:39+00:00,2024-05-11 12:28:39+09:00,2024,5,11,3,28,39,0,3.0,28.0,38.0,40.545353,141.515762,-9.049,3.0,13.0,0.146484,0.368408,0.965088,39.978027,79.589844,68.664551,-468.0,35.0,568.0,489.0,0.0,1030.699951,32.200001,0.175402,-144.19548,3.99375,1.0,1.0,1.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,1237.4177841108408,0.0,0.0,0.0,0.0
LBP01_S00,LBP01,0,150,77,151,3775,1715398120.0,2024-05-11 03:28:40+00:00,2024-05-11 12:28:40+09:00,2024,5,11,3,28,40,0,3.0,28.0,39.0,40.545353,141.515762,-8.901,3.0,13.0,0.19043,0.414062,0.840576,-43.640137,16.967773,-53.161621,-466.0,30.0,565.0,504.0,0.0,1030.199951,32.189999,0.170447,-140.0914,3.99375,1.0,1.0,1.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,1237.4177841108408,0.0,0.0,0.0,0.0
LBP01_S00,LBP01,0,151,78,152,3800,1715398121.0,2024-05-11 03:28:41+00:00,2024-05-11 12:28:41+09:00,2024,5,11,3,28,41,0,3.0,28.0,40.0,40.545357,141.515762,-9.119,3.0,13.0,0.138672,0.673096,0.584717,8.117676,1.464844,16.906738,-464.0,25.0,563.0,239.0,0.0,1030.199951,32.18,0.170447,-140.0914,3.99375,1.0,1.0,1.0,0.0,0.0,0.0,0.0,6.0,0.0,0.4441805225305659,1.5990498811100373,0.4441805225305659,1.5990498811100373,1237.8619646333714,0.4441805225305659,0.4441805225305659,0.4441805225305659,0.0
LBP01_S00,LBP01,0,152,79,153,3825,1715398122.0,2024-05-11 03:28:42+00:00,2024-05-11 12:28:42+09:00,2024,5,11,3,28,42,0,3.0,28.0,41.0,40.545357,141.515762,-9.326,3.0,13.0,0.019531,0.442627,0.843994,-45.776367,32.958984,9.58252,-468.0,7.0,557.0,648.0,0.0,1030.400024,32.16,0.17243,-141.733826,3.99375,1.0,1.0,1.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,1237.8619646333714,-0.4441805225305659,0.4441805225305659,0.4441805225305659,0.0
LBP01_S00,LBP01,0,153,80,154,3850,1715398123.0,2024-05-11 03:28:43+00:00,2024-05-11 12:28:43+09:00,2024,5,11,3,28,43,0,3.0,28.0,42.0,40.545357,141.515762,-9.051,3.0,12.0,0.329346,0.305908,0.914551,7.995605,-54.931641,54.748535,-464.0,17.0,559.0,712.0,0.0,1030.099976,32.150002,0.169457,-139.270599,3.99375,1.0,1.0,1.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,1237.8619646333714,0.0,0.0,0.0,0.0
LBP01_S00,LBP01,0,154,81,155,3875,1715398124.0,2024-05-11 03:28:44+00:00,2024-05-11 12:28:44+09:00,2024,5,11,3,28,44,0,3.0,28.0,43.0,40.545357,141.515762,-9.152,3.0,13.0,0.165527,0.147705,0.947021,-14.282227,-69.702148,9.82666,-468.0,32.0,568.0,545.0,0.0,1030.5,32.130001,0.173421,-142.554443,3.99375,1.0,1.0,1.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,1237.8619646333714,0.0,0.0,0.0,0.0
LBP01_S00,LBP01,0,155,82,156,3900,1715398125.0,2024-05-11 03:28:45+00:00,2024-05-11 12:28:45+09:00,2024,5,11,3,28,45,0,3.0,28.0,44.0,40.545357,141.515762,-9.156,3.0,13.0,0.150635,0.331787,0.737793,-17.51709,3.78418,-34.973145,-469.0,38.0,567.0,574.0,0.0,1030.5,32.110001,0.173421,-142.554443,3.99375,1.0,1.0,1.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,1237.8619646333714,0.0,0.0,0.0,0.0
LBP01_S00,LBP01,0,156,83,157,3925,1715398126.0,2024-05-11 03:28:46+00:00,2024-05-11 12:28:46+09:00,2024,5,11,3,28,46,0,3.0,28.0,45.0,40.545361,141.515762,-8.935,3.0,13.0,0.173584,0.192139,0.986328,-70.739746,-50.109863,17.51709,-478.0,52.0,570.0,451.0,0.0,1030.099976,32.09,0.169457,-139.270599,3.99375,1.0,1.0,1.0,0.0,0.0,0.0,0.0,4.0,0.0,0.4441805226327392,1.5990498814778613,0.4441805226327392,1.5990498814778613,1238.306145156004,0.4441805226327392,0.4441805226327392,0.4441805226327392,0.0
LBP01_S00,LBP01,0,157,84,158,3950,1715398127.0,2024-05-11 03:28:47+00:00,2024-05-11 12:28:47+09:00,2024,5,11,3,28,47,0,3.0,28.0,46.0,40.545361,141.515762,-8.739,3.0,13.0,0.13208,-0.020996,0.791016,-30.090332,46.264648,74.951172,-480.0,63.0,563.0,395.0,0.0,1029.900024,32.060001,0.167475,-137.628784,3.99375,1.0,1.0,1.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,1238.306145156004,-0.4441805226327392,0.4441805226327392,0.4441805226327392,0.0
LBP01_S00,LBP01,0,158,85,159,3975,1715398128.0,2024-05-11 03:28:48+00:00,2024-05-11 12:28:48+09:00,2024,5,11,3,28,48,0,3.0,28.0,47.0,40.545357,141.515762,-8.973,3.0,13.0,0.078613,-0.1521,1.179443,5.249023,-43.029785,1.586914,-489.0,64.0,567.0,417.0,0.0,1030.099976,32.029999,0.169457,-139.270599,3.99375,1.0,1.0,1.0,0.0,0.0,0.0,0.0,11.0,0.0,0.4441805226327392,1.5990498814778613,0.4441805226327392,1.5990498814778613,1238.7503256786367,0.4441805226327392,0.4441805226327392,0.4441805226327392,0.0
LBP01_S00,LBP01,0,159,86,160,4000,1715398129.0,2024-05-11 03:28:49+00:00,2024-05-11 12:28:49+09:00,2024,5,11,3,28,49,0,3.0,28.0,48.0,40.545357,141.515762,-8.731,3.0,12.0,-0.109863,-0.146484,1.017578,-47.607422,-11.474609,-13.244629,-498.0,65.0,566.0,415.0,0.0,1030.199951,32.0,0.170447,-140.0914,3.99375,1.0,1.0,1.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,1238.7503256786367,-0.4441805226327392,0.4441805226327392,0.4441805226327392,0.0
LBP01_S00,LBP01,0,160,87,161,4025,1715398130.0,2024-05-11 03:28:50+00:00,2024-05-11 12:28:50+09:00,2024,5,11,3,28,50,0,3.0,28.0,49.0,40.545353,141.515762,-8.636,3.0,12.0,0.580811,0.409912,0.755859,-6.04248,25.024414,40.344238,-497.0,67.0,562.0,458.0,0.0,1030.300049,31.959999,0.17144,-140.913147,3.99375,1.0,1.0,1.0,0.0,0.0,0.0,0.0,5.0,0.0,0.4441805225305659,1.5990498811100373,0.4441805225305659,1.5990498811100373,1239.1945062011673,0.4441805225305659,0.4441805225305659,0.4441805225305659,0.0
LBP01_S00,LBP01,0,161,88,162,4050,1715398131.0,2024-05-11 03:28:51+00:00,2024-05-11 12:28:51+09:00,2024,5,11,3,28,51,0,3.0,28.0,50.0,40.545349,141.515762,-8.338,3.0,12.0,0.028809,0.499512,0.684326,-85.266113,-41.137695,-10.864258,-510.0,28.0,576.0,464.0,0.0,1030.0,31.93,0.168466,-138.449722,3.99375,1.0,1.0,1.0,0.0,0.0,0.0,0.0,6.0,0.0,0.4441805217207733,1.599049878194784,0.4441805217207733,1.599049878194784,1239.638686722888,-8.097925663363981e-10,8.097925663363981e-10,8.097925663363981e-10,0.0
LBP01_S00,LBP01,0,162,89,163,4075,1715398132.0,2024-05-11 03:28:52+00:00,2024-05-11 12:28:52+09:00,2024,5,11,3,28,52,0,3.0,28.0,51.0,40.545349,141.515762,-8.672,3.0,12.0,0.098389,0.489014,0.822998,20.080566,-30.822754,-110.229492,-476.0,29.0,575.0,278.0,0.0,1030.5,31.889999,0.173421,-142.554443,3.99375,1.0,1.0,1.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,1239.638686722888,-0.4441805217207733,0.4441805217207733,0.4441805217207733,0.0
LBP01_S00,LBP01,0,163,90,164,4100,1715398133.0,2024-05-11 03:28:53+00:00,2024-05-11 12:28:53+09:00,2024,5,11,3,28,53,0,3.0,28.0,52.0,40.545345,141.515747,-8.172,3.0,12.0,0.178223,0.221191,0.853516,-13.85498,198.120117,-66.833496,-465.0,20.0,560.0,720.0,0.0,1030.099976,31.85,0.169457,-139.270599,3.99375,1.0,1.0,1.0,0.0,0.0,0.0,0.0,17.0,0.0,1.346058276842859,4.845809796634293,1.346058276842859,4.845809796634293,1240.9847449997308,1.346058276842859,1.346058276842859,1.346058276842859,0.0
LBP01_S00,LBP01,0,164,91,165,4125,1715398134.0,2024-05-11 03:28:54+00:00,2024-05-11 12:28:54+09:00,2024,5,11,3,28,54,0,3.0,28.0,53.0,40.545341,141.515747,-7.609,3.0,11.0,-0.12207,0.438232,0.911621,-62.011719,-60.546875,30.334473,-472.0,32.0,567.0,639.0,0.0,1029.5,31.82,0.163511,-134.343384,3.99375,1.0,1.0,1.0,0.0,0.0,0.0,0.0,6.0,0.0,0.44418052116158163,1.5990498761816938,0.44418052116158163,1.5990498761816938,1241.4289255208923,-0.9018777556812774,0.9018777556812774,0.9018777556812774,0.0
LBP01_S00,LBP01,0,165,92,166,4150,1715398135.0,2024-05-11 03:28:55+00:00,2024-05-11 12:28:55+09:00,2024,5,11,3,28,55,0,3.0,28.0,54.0,40.545341,141.515747,-7.179,3.0,11.0,0.094482,0.585693,0.839355,105.712891,42.297363,16.845703,-472.0,34.0,572.0,610.0,0.0,1030.199951,31.780001,0.170447,-140.0914,3.99375,1.0,1.0,1.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,1241.4289255208923,-0.44418052116158163,0.44418052116158163,0.44418052116158163,0.0
LBP01_S00,LBP01,0,166,93,167,4175,1715398136.0,2024-05-11 03:28:56+00:00,2024-05-11 12:28:56+09:00,2024,5,11,3,28,56,0,3.0,28.0,55.0,40.545338,141.515732,-7.171,3.0,11.0,-0.307129,0.062988,0.88501,-30.639648,72.509766,-61.950684,-465.0,31.0,565.0,645.0,0.0,1030.300049,31.74,0.17144,-140.913147,3.99375,1.0,1.0,1.0,0.0,0.0,0.0,0.0,3.0,0.0,1.3136042385407813,4.728975258746813,1.3136042385407813,4.728975258746813,1242.7425297594332,1.3136042385407813,1.3136042385407813,1.3136042385407813,0.0
LBP01_S00,LBP01,0,167,94,168,4200,1715398137.0,2024-05-11 03:28:57+00:00,2024-05-11 12:28:57+09:00,2024,5,11,3,28,57,0,3.0,28.0,56.0,40.545334,141.515732,-7.132,3.0,11.0,0.035156,0.39502,0.761475,-8.789062,34.667969,21.66748,-468.0,23.0,567.0,552.0,0.0,1030.300049,31.700001,0.17144,-140.913147,3.99375,1.0,1.0,1.0,0.0,0.0,0.0,0.0,4.0,0.0,0.4441805220417908,1.599049879350447,0.4441805220417908,1.599049879350447,1243.186710281475,-0.8694237164989905,0.8694237164989905,0.8694237164989905,0.0
LBP01_S00,LBP01,0,168,95,169,4225,1715398138.0,2024-05-11 03:28:58+00:00,2024-05-11 12:28:58+09:00,2024,5,11,3,28,58,0,3.0,28.0,57.0,40.54533,141.515732,-6.837,3.0,11.0,0.269043,0.325684,0.998779,-33.691406,9.216309,4.699707,-466.0,17.0,561.0,590.0,0.0,1030.400024,31.67,0.17243,-141.733826,3.99375,1.0,1.0,1.0,0.0,0.0,0.0,0.0,5.0,0.0,0.4441805194660569,1.5990498700778049,0.4441805194660569,1.5990498700778049,1243.630890800941,-2.575733903942279e-09,2.575733903942279e-09,2.575733903942279e-09,0.0
LBP01_S00,LBP01,0,169,96,170,4250,1715398139.0,2024-05-11 03:28:59+00:00,2024-05-11 12:28:59+09:00,2024,5,11,3,28,59,0,3.0,28.0,58.0,40.54533,141.515732,-7.233,3.0,12.0,0.121094,0.431885,1.012695,19.226074,47.912598,-35.644531,-471.0,15.0,567.0,515.0,0.0,1030.699951,31.629999,0.175402,-144.19548,3.99375,1.0,1.0,1.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,1243.630890800941,-0.4441805194660569,0.4441805194660569,0.4441805194660569,0.0
LBP01_S00,LBP01,0,170,97,171,4275,1715398140.0,2024-05-11 03:29:00+00:00,2024-05-11 12:29:00+09:00,2024,5,11,3,29,0,0,3.0,28.0,59.0,40.545326,141.515732,-6.979,3.0,12.0,0.121094,0.25,0.968018,22.644043,2.929688,-27.282715,-468.0,20.0,566.0,477.0,0.0,1029.599976,31.6,0.164502,-135.164581,4.000781,1.0,1.0,1.0,0.0,0.0,0.0,0.0,11.0,0.0,0.4441805207763605,1.5990498747948978,0.4441805207763605,1.5990498747948978,1244.0750713217174,0.4441805207763605,0.4441805207763605,0.4441805207763605,0.0
LBP01_S00,LBP01,0,171,98,172,4300,1715398141.0,2024-05-11 03:29:01+00:00,2024-05-11 12:29:01+09:00,2024,5,11,3,29,1,0,3.0,29.0,0.0,40.545322,141.515732,-6.314,3.0,12.0,0.015869,0.242676,0.814941,-5.859375,-19.592285,13.305664,-470.0,21.0,565.0,511.0,0.0,1029.699951,31.559999,0.165493,-135.985718,4.000781,1.0,1.0,1.0,0.0,0.0,0.0,0.0,8.0,0.0,0.4441805196124131,1.5990498706046872,0.4441805196124131,1.5990498706046872,1244.5192518413298,-1.1639473829205826e-09,1.1639473829205826e-09,1.1639473829205826e-09,0.0
LBP01_S00,LBP01,0,172,99,173,4325,1715398142.0,2024-05-11 03:29:02+00:00,2024-05-11 12:29:02+09:00,2024,5,11,3,29,2,0,3.0,29.0,1.0,40.545322,141.515732,-6.019,3.0,12.0,0.111572,0.496582,0.636963,105.163574,-85.021973,-21.54541,-474.0,17.0,569.0,648.0,0.0,1030.199951,31.52,0.170447,-140.0914,4.000781,1.0,1.0,1.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,1244.5192518413298,-0.4441805196124131,0.4441805196124131,0.4441805196124131,0.0
LBP01_S00,LBP01,0,173,100,174,4350,1715398143.0,2024-05-11 03:29:03+00:00,2024-05-11 12:29:03+09:00,2024,5,11,3,29,3,0,3.0,29.0,2.0,40.545319,141.515732,-5.883,3.0,12.0,-0.406982,-0.533936,1.28833,-59.936523,23.193359,-147.033691,-491.0,10.0,572.0,703.0,0.0,1030.099976,31.49,0.169457,-139.270599,4.000781,1.0,1.0,1.0,0.0,0.0,0.0,0.0,3.0,0.0,0.3331353900831398,1.1992874042993034,0.3331353900831398,1.1992874042993034,1244.8523872314129,0.3331353900831398,0.3331353900831398,0.3331353900831398,0.0
LBP01_S00,LBP01,0,174,101,175,4375,1715398144.0,2024-05-11 03:29:04+00:00,2024-05-11 12:29:04+09:00,2024,5,11,3,29,4,0,3.0,29.0,3.0,40.545311,141.515732,-6.508,3.0,12.0,-0.408447,-0.553955,1.392822,-43.762207,-59.387207,-99.609375,-516.0,13.0,569.0,736.0,0.0,1030.0,31.459999,0.168466,-138.449722,4.000781,1.0,1.0,1.0,0.0,0.0,0.0,0.0,6.0,0.0,0.8883610384095133,3.198099738274248,0.8883610384095133,3.198099738274248,1245.7407482698225,0.5552256483263736,0.5552256483263736,0.5552256483263736,0.0
LBP01_S00,LBP01,0,175,102,176,4400,1715398145.0,2024-05-11 03:29:05+00:00,2024-05-11 12:29:05+09:00,2024,5,11,3,29,5,0,3.0,29.0,4.0,40.545303,141.515732,-6.568,3.0,12.0,-0.189209,0.234863,0.910156,57.250977,8.666992,97.900391,-479.0,1.0,564.0,936.0,0.0,1030.199951,31.42,0.170447,-140.0914,4.000781,1.0,1.0,1.0,0.0,0.0,0.0,0.0,4.0,0.0,0.888361036586272,3.1980997317105793,0.888361036586272,3.1980997317105793,1246.6291093064087,-1.823241335685566e-09,1.823241335685566e-09,1.823241335685566e-09,0.0
LBP01_S00,LBP01,0,176,103,177,4425,1715398146.0,2024-05-11 03:29:06+00:00,2024-05-11 12:29:06+09:00,2024,5,11,3,29,6,0,3.0,29.0,5.0,40.5453,141.515732,-6.443,3.0,11.0,0.143799,0.287109,1.169678,21.911621,8.605957,-21.42334,-468.0,21.0,565.0,486.0,0.0,1030.400024,31.389999,0.17243,-141.733826,4.000781,1.0,1.0,1.0,0.0,0.0,0.0,0.0,4.0,0.0,0.33313539007071336,1.199287404254568,0.33313539007071336,1.199287404254568,1246.9622446964795,-0.5552256465155586,0.5552256465155586,0.5552256465155586,0.0
LBP01_S00,LBP01,0,177,104,178,4450,1715398147.0,2024-05-11 03:29:07+00:00,2024-05-11 12:29:07+09:00,2024,5,11,3,29,7,0,3.0,29.0,6.0,40.5453,141.515732,-6.736,3.0,12.0,0.000488,0.266846,0.948975,-56.518555,-15.075684,-21.789551,-467.0,28.0,565.0,402.0,0.0,1029.900024,31.35,0.167475,-137.628784,4.000781,1.0,1.0,1.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,1246.9622446964795,-0.33313539007071336,0.33313539007071336,0.33313539007071336,0.0
